collections,site_name
"",
Insect,HH&MC 1973.V.07-CO
Insect,RSA 1988.VIII.02-MX (1988-21)
Insect,ATH 1966.VIII.20-JM
Insect,H&AH 1974.V.20-22-VE
Insect,MC&HH 1973.V.10-CO
Annelid,Madill-19830612
Annelid,Madill-19830610
Annelid,Raverty-19821227
Annelid,Aitken-19810800
Annelid,Baker-19800320
Annelid,Baker-19800321
Annelid,Oliver-19710000
Annelid,19690711
Annelid,Madrid-19800825
Annelid,LGL Ltd.-19790800
Annelid,Metcalfe-19830517
Annelid,Metcalfe-19830719
Annelid,Baker-19810324
Annelid,19690721
Annelid,19690712
Annelid,19690813
Annelid,19691123
Annelid,Wacasey-19790917
Annelid,Madill-19830617
Annelid,Khan-19840621
Annelid,Madill-19840725
"Annelid,General Invertebrate",Madill-19840726
Annelid,Madill-19840728
"Annelid,General Invertebrate",Madill-19840729
Annelid,Madill-19840720
Annelid,Madill-19840723
Annelid,Ouellet-19720817
Annelid,19690623
Annelid,19690815
Annelid,19690814
Annelid,Bousfield-19560000
Annelid,19690807
Annelid,Vaillancourt-19770820
Annelid,Vaillancourt-19771024
"Annelid,Crustacea",Vaillancourt-unknown
Annelid,Vaillancourt-19770607
Annelid,Vaillancourt-19770926
Annelid,19690812
Annelid,19690911
Annelid,19690811
Annelid,19690713
Annelid,Baker-19800517
Annelid,Baker-19800526
Annelid,Baker-19800628
Annelid,Baker-19791206
Annelid,Baker-19790623
Annelid,Baker-19790907
Annelid,Baker-19790823
Annelid,Baker-19800319
Annelid,Baker-19810211
Annelid,Baker-19810826
Annelid,Baker-19800529
Annelid,Baker-19800516
Annelid,Baker-19811018
Annelid,Baker-19810912
Annelid,Vaillancourt-19751029
Annelid,Vaillancourt-19780801
Annelid,Vaillancourt-19801001
Annelid,McAllister-19580000
Annelid,Thomas-19661010
Annelid,Johansen-19200624
Annelid,Johansen-19240410
"Annelid,Crustacea",Halkett-19070000
"Annelid,Crustacea",Oliver-19710702
"Annelid,Crustacea",Martin-19670715
Annelid,Clarke-19650712
Annelid,Rick-19620520
"Annelid,General Invertebrate,Mollusc,Parasite",unknown-unknown
"Annelid,Mollusc",Macoun-18940000
"Annelid,Crustacea",Schueler-19760712
"Annelid,Crustacea",Schueler-19760700
"Annelid,Crustacea",Schueler-19760723
Annelid,Spreadborough-19000717
Annelid,Baker-19810908
"Annelid,Mollusc",Clarke-19650715
Annelid,Clarke-19680616
Annelid,Herrington-19600822
"Annelid,Mollusc",Herrington-19611020
"Annelid,General Invertebrate",Vowinckel-19660000
Annelid,Baker-19810326
"Annelid,Mollusc",Baker-unknown
Annelid,Baker-19810131
Annelid,Bousfield-19570703
Annelid,Herrington-19610904
Annelid,Hartland-Rowe-19650610
Annelid,Madill-19830611
Annelid,unknown-19650727
"Annelid,Crustacea",Madill-19780603
Annelid,Sutherland-19780603
Annelid,Madill-19780623
Annelid,Appy-19800700
Annelid,Deland-19790428
Annelid,Levings-19721203
Annelid,Levings-19720719
Annelid,Baker-19800528
Annelid,Baker-19800523
Annelid,Baker-19800527
Annelid,Baker-19800322
Annelid,Baker-19800518
Annelid,Madill-19830615
Annelid,Baker-19800420
Annelid,Baker-19800325
Annelid,Baker-19790727
Annelid,Baker-19790728
Annelid,Baker-19790729
Annelid,Baker-19790703
"Annelid,Parasite",Gruchy-19700728
Annelid,Willock-19700619
Annelid,Smith-19660519
Annelid,Rankin-19800728
Annelid,Thonney-19800621
Annelid,Thonney-19800614
"Amphibian and Reptile,Annelid,Bryophyte,Crustacea,General Invertebrate,Lichen,Mammal,Mollusc,Parasite",unknown
Annelid,Tynen-19670900 -19671000
Annelid,Hobson-19740521
"Annelid,General Invertebrate,Mollusc",Low-18990600
Annelid,Clarke-19700910
Annelid,Johansen-19200516
Annelid,unknown-19650520
Annelid,Baker-19800908
Annelid,Oliver-19710816
Annelid,Oliver-19710719
"Annelid,Crustacea,General Invertebrate",Spreadborough-19090600
Annelid,Johansen-19200509
Annelid,Johansen-19200714 -19200715
Annelid,unknown-19650630
Annelid,Duffin-19640000
Annelid,Baker-19810911
Annelid,Baker-19811005
Annelid,Baker-19811004
Annelid,Zehr-19770000
Annelid,19690720
"Annelid,General Invertebrate",19690617
"Annelid,Crustacea",Johansen-19181013
Annelid,McMurray-19830626
Annelid,Gorham-19610502
Annelid,unknown-19290730
"Annelid,Crustacea",Bleakney-19740901
Annelid,Hartland-Rowe-19660618
Annelid,Herrington-19630810
Annelid,Hartland-Rowe-19660602
Annelid,Foote-19780627
Annelid,Madill-19851030
Annelid,Madill-19780522
Annelid,Madill-19780525
Annelid,Madill-19780528
Annelid,Madill-19780529
Annelid,Metcalfe-19850921
Annelid,Baker-19800514
Annelid,Baker-19800504
Annelid,Levings-19740819
Annelid,Dale-19850800
Annelid,Clarke-19720820
Annelid,Oliver-19710728
Annelid,unknown-19650600
Annelid,Clarke-19670811
"Annelid,General Invertebrate",Huntsman-19230903
Annelid,Rick-19620612
Annelid,Metcalfe-19810602
Annelid,Legris-19810719
Annelid,Legris-19810415
Annelid,Clarke-19650604
Annelid,Leech-19590727
"Annelid,Crustacea",McAllister-19660611
"Annelid,Crustacea,General Invertebrate",Lavoie-19690814
Annelid,Seidl-19830000
"Annelid,Crustacea",Madill-19830627
Annelid,Elders-19740715
Annelid,unknown-19650526
Annelid,Moore-19620802
Annelid,Hartland-Rowe-19650623
Annelid,Timms-19850528
Annelid,Kooyman-19750713
Annelid,Sutherland-19760703
Annelid,Madill-19770415
Annelid,Elders-19740725
Annelid,Levasseur-19750731
Annelid,Madill-19851105
Annelid,Blinn-19840425
Annelid,Tunnicliffe-19830817
Annelid,Cross-unknown
Annelid,Ko-19850918
Annelid,Madill-19850925
Annelid,Brownlie-19790608
Annelid,McMurray-19820512
Annelid,Madrid-19800911
Annelid,Madrid-19820716
Annelid,Madrid-19820717
Annelid,Madrid-19820825
Annelid,McGee-19780317
Annelid,Conlan 1975 11132
Annelid,Ouellet-19720818
Annelid,Vaillancourt-19750000
Annelid,Madill-19800727
Annelid,Levings-19740822 -19740824
Annelid,Richards-19800808
Annelid,unknown-19650831
Annelid,McMurray-19820616
Annelid,Madill-19740614
Annelid,unknown-19690707
Annelid,Smith-19660725
Annelid,Schueler-unknown
Annelid,Hartland-Rowe-19650622
Annelid,Vaillancourt-19771003
"Annelid,General Invertebrate",19780000
Annelid,19800300
Annelid,Vaillancourt-19760800
Annelid,Vaillancourt-19760927
Annelid,Vaillancourt-19771010
Annelid,Vaillancourt-19770801
Annelid,Metcalfe-19820527
Annelid,Metcalfe-19820714
Annelid,Madill-19830514
Annelid,Clarke-19650611
Annelid,P.-19540901
Annelid,Athearn-19650712
Annelid,unknown-19690801
"Annelid,Crustacea",Smith-19670531
Annelid,Smith-19650528
Annelid,Clarke-19660417
Annelid,Topping-19820706
"Annelid,General Invertebrate",Frank-19820706
Annelid,Gracie-19820705
Annelid,McMurray-19820611
Annelid,McMurray-19820612
Annelid,McMurray-19820605
Annelid,Smith-19660806
"Annelid,Crustacea",Madill-19830618
Annelid,McMurray-19820607
Annelid,unknown-19880615
Annelid,unknown-19890911
Crustacea,Hart-19560225
Annelid,Massad-19710617
Annelid,Massad-19710709
Annelid,Farrow-19830922
Annelid,Farrow-19830928
Crustacea,McAllister-19610722
Annelid,Massad-19700911
Annelid,Massad-19700611
Annelid,Massad-19710623
Annelid,Massad-19700822
Annelid,Massad-19700821
Annelid,Massad-19700730
Annelid,Massad-19710622
Annelid,Bendell-19870705
Annelid,Bendell-19870630
Crustacea,Fisheries and Oceans Canada (Arctic Biological Station)-19700810
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19730925
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19700626
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19700728
Crustacea,Frey-19650815
Annelid,Bendell-19870701
"Crustacea,General Invertebrate",Brassard-19620622
"Crustacea,General Invertebrate",Powell-19670807
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19680628
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19680827
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19680919
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19690515
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19690806
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19690924
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19700923
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19720711
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19721022
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19720522
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19720814
Annelid,Massad-19710706
Annelid,Massad-19700727
Annelid,Massad-19710716
Annelid,Massad-19700824
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19690626
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19710628
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19711013
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19710907
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19720729
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19720521
"Crustacea,General Invertebrate",Van Vliet-19660831
"Crustacea,General Invertebrate",Ellis-19650308
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19721020
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19721021
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19720518
Annelid,Massad-19710604
Annelid,Massad-19710630
Annelid,Blythe-19900811
Annelid,Blythe-19900817
Annelid,Bendell-19860802
Annelid,Massad-19710602
Annelid,Massad-19710618
Annelid,Bendell-19870628
Annelid,Bendell-19870629
Annelid,Bendell-19860726
Annelid,Blythe-19900816
Crustacea,Fisheries and Oceans Canada (Arctic Biological Station)-19700826
Crustacea,Fisheries and Oceans Canada (Arctic Biological Station)-19700820
Crustacea,Fisheries and Oceans Canada (Arctic Biological Station)-19700811
Crustacea,Fisheries and Oceans Canada (Arctic Biological Station)-19700813
Crustacea,Fisheries and Oceans Canada (Arctic Biological Station)-19690823
"Crustacea,General Invertebrate",Halkett-19040900
"Crustacea,General Invertebrate",Van Vliet-19660906
"Crustacea,General Invertebrate",Van Vliet-19660830
Crustacea,Peck-19740826
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19720727
Annelid,Massad-19700622
Annelid,Madill-19900711
"Crustacea,General Invertebrate",Powell-19670812
Annelid,Massad-unknown
"Crustacea,General Invertebrate",Powell-19670809
"Crustacea,General Invertebrate",Van Vliet-19660913
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19710602
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19710914
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19701121
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19710715
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19710901
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19710629
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19710714
"Crustacea,General Invertebrate",Thomas-19660621
Crustacea,McAllister-19660625
Crustacea,Fisheries and Oceans Canada (Arctic Biological Station)-19700809
Annelid,Bendell-19860909
Annelid,Brunel-19700730
Annelid,Massad-19710717
Annelid,Bendyl-19860727
Annelid,Berryman-19890531
Annelid,Bendyl-19870629
Annelid,Bendyl-19870705
Annelid,Bendyl-19870627
Annelid,Bendyl-19860726
Annelid,Bendyl-19870628
Annelid,Fournier-19900731
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19691020
Annelid,Bendell-19870702
Annelid,Bendell-19860730
Annelid,Bendell-19860729
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19690724
"Crustacea,General Invertebrate",Spreadborough-19080800
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19690709
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19691007
Annelid,Massad-19710515
Annelid,Brunel-19700714
Annelid,Bendell-19860725
Annelid,Bendell-19870627
Annelid,Blancher-19860725
Annelid,Fournier-19900801
Annelid,Fournier-19900802
Annelid,Fournier-19900803
Crustacea,Kimura-19680208
"Crustacea,General Invertebrate",Ellis-19650309
Crustacea,Halkett-19030400
Annelid,Briggs-19510315
Annelid,Roberts-19900100
Crustacea,Hart-19590704
Annelid,Bendell-19870703
Annelid,Brunel-19700720
Annelid,Massad-19700728
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19690530
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19680813
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19680826
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19690912
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19690710
Crustacea,Fisheries and Oceans Canada (Arctic Biological Station)-19700814
Annelid,Massad-19700908
Annelid,Bendell-19860722
Annelid,Bendell-19870704
Crustacea,Fisheries and Oceans Canada (Atlantic Biological Station)-19120609
Crustacea,Fisheries and Oceans Canada (Atlantic Biological Station)-19120712
Crustacea,McAllister-19610709
"Crustacea,General Invertebrate,Mollusc",Spreadborough-19100215
Crustacea,Fisheries and Oceans Canada (Arctic Biological Station)-19700825
Annelid,Bendyl-19870701
"Crustacea,General Invertebrate",Ellis-19650312
Crustacea,Boileau-19850730
Crustacea,N.O.A.A. Marine Mammal Program-19800707
Annelid,Smith-19851012
Annelid,Barta-19880621
Annelid,Fournier-19900804
Annelid,Fournier-19900805
Annelid,Fournier-19900806
Annelid,Fournier-19900809
Crustacea,Bond-19580225
Annelid,Huberdeau-19720521
Annelid,Massad-19700626
"Annelid,General Invertebrate",Peer-19870917
Annelid,Fournier-19900730
Annelid,D.V.Ellis-19890000
Annelid,Schueler-19890609
Annelid,Schueler-19890610
Annelid,Farrow-19830929
Annelid,Peer-19870918
Annelid,Dale-19870820
Annelid,unknown-19650728
Annelid,Johansen-19201007
Annelid,Johansen-19190901
Annelid,Willock-19670603
Annelid,Barrie-19820800 ? ?-19820900 ?
Crustacea,Roberts-19500720
Crustacea,Webb-19860100
Crustacea,Bychowsky-unknown
Annelid,Barrie-19800800 -19800900
Annelid,Saumure-19880728
Annelid,Madill-19900814
Annelid,Healy-19900826
Annelid,McAllister-19900828
Crustacea,Marhue-19700715
Crustacea,Carl-19290130
Annelid,Murray-19900624
"Annelid,Crustacea,Mollusc",Johnston-19580615
Annelid,Seidl-19830923
Annelid,Peer-19870919
Annelid,Gruchy-19700620
Annelid,Gruchy-19700612
Annelid,Willock-19660529
Annelid,Schueler-19731004
"Annelid,General Invertebrate",Schueler-19810408
"Annelid,Crustacea",Schueler-19760713 -19760715
Annelid,Oliver-19540000
Annelid,"""Alvin""-19840907"
Annelid,Dash-unknown
Annelid,Barreca-19800820
Annelid,Pomeroy-19830421
Annelid,Gruchy-19700614
Annelid,Traxler-19890511
"Annelid,Mollusc",Clarke-19730807
Annelid,Clarke-19750801
"Annelid,General Invertebrate",Clarke-19610805
Annelid,Peer-19870905 -19870906
"Annelid,General Invertebrate",Peer-19870906
Annelid,Clarke-19620709
"Annelid,Mollusc",Clarke-19620712
Annelid,Clarke-19640811
Annelid,Clarke-19650620
"Annelid,Mollusc",Clarke-19760829
Annelid,Clarke-19650400
"Annelid,General Invertebrate",Peer-19870915
Annelid,Filteau-19720606
"Annelid,General Invertebrate",Peer-19870916
Annelid,Tunnicliffe-19860729
Annelid,Tunnicliffe-19860801
Annelid,Dale-19870728
Annelid,unknown-19690714
Annelid,Clarke-19680618
Annelid,unknown-19560827
"Annelid,Mollusc",Herrington-19650722
"Annelid,Mollusc",Herrington-19640918
Annelid,Herrington-19490701
Annelid,Tunnicliffe-19860720
Annelid,Tunnicliffe-19860714
Annelid,Tunnicliffe-19860719
"Annelid,General Invertebrate",Sharp-19670603
Annelid,unknown-19770600
Annelid,Bernacsek-19790601
"Annelid,Mollusc",Coleman-19660705
Annelid,Clarke-19650608
"Annelid,Mollusc",Athearn-19650710
"Annelid,Crustacea",Smith-19660515
Annelid,Willock-19700614
Annelid,Filteau-19720617
Annelid,Williams-19770402
Annelid,Ross-19780323
Annelid,Bernacsek-19790517
Annelid,Schueler-19881121
Annelid,Schueler-19881201
Annelid,Galbraith-19870600
Annelid,Smith-19660614
Annelid,Smith-19660506
Annelid,Smith-19670607
Annelid,Fournier-19820812
Annelid,unknown-19730720
Annelid,Saumure-19890517
Annelid,Metcalfe-19860500
Annelid,Schueler-19880929
Annelid,Schueler-19880928
Annelid,Clarke-19650621
"Annelid,Mollusc",Herrington-19640923
Annelid,Tunnicliffe-19860727
Annelid,Tunnicliffe-19860803
Annelid,Smith-19650619
"Annelid,Parasite",Smith-19650905
Annelid,Smith-19680811
Annelid,Smith-19680728
Annelid,Smith-19660521
Annelid,Smith-19660721
Annelid,Clarke-19650801
Annelid,Denman-19610802
"Annelid,Crustacea",Hartland-Rowe-19660519
Annelid,Madrid-19820718
Annelid,Sket-19810900
"Annelid,General Invertebrate",Peer-19870911
"Annelid,General Invertebrate",Peer-19870912
Annelid,Williams-19730425
Annelid,Dale-19870812
Annelid,Smith-19680818
Annelid,"""Alvin""-19840902"
Annelid,St. Andrews-unknown
Annelid,Fournier-19820630
Annelid,Fournier-19820927
"Annelid,Mollusc",Clarke-19650619
"Annelid,Crustacea",Hartland-Rowe-19660526
Annelid,19751010
Annelid,Williams-19730725
Annelid,Joyner-19620706
Annelid,Dufort-19760623
Annelid,Dufort-19760713
Annelid,Dufort-19760821
Annelid,Williams-19731107
Annelid,DeMill-unknown
Annelid,Ward-19740723
Annelid,unknown-19860000
Annelid,Dale-19870823
Annelid,BRINKHURST-19810914
Annelid,BRINKHURST-19810917
Annelid,Deland-19790418
Annelid,Williams-19730724
"Annelid,General Invertebrate",Ellis-19641116
"Annelid,Crustacea,General Invertebrate",Ellis-19650311
"Annelid,Mollusc",Marhue-19660626
"Annelid,General Invertebrate",Schueler-19851205
Annelid,unknown-19670807 -19670814
Annelid,unknown-19670804 -19670807
Annelid,Barrie-19810800 ? ?-19810900 ?
Annelid,Madill-19810521
Annelid,Carleton-19670704
Annelid,Richards-19810614
Annelid,Metcalfe-19810505
"Annelid,General Invertebrate,Mollusc",Clarke-19710918
Annelid,unknown-19670702
Annelid,Clarke-19750802
Annelid,Clarke-19730725
"Annelid,Mollusc",Clarke-19730809
"Annelid,Mollusc",Clarke-19730814
"Annelid,Mollusc",Clarke-19660722
"Annelid,Mollusc",Clarke-19640809
Annelid,Vaillancourt-19751100
Annelid,Vaillancourt-19770900
Annelid,Cameron-unknown
Annelid,unknown-19670725
Annelid,Clarke-19690717
"Annelid,Mollusc",Clarke-19720812
Annelid,Willock-19670705
Annelid,unknown-19540625
Crustacea,Dobrocky Seatech Ltd.-19810916
Crustacea,Dobrocky Seatech Ltd.-19810917
Crustacea,Hart-19560821
Crustacea,Camp des Jeunes Explorateurs-19640703
Crustacea,Fisheries and Oceans Canada (Arctic Biological Station)-19610810
Crustacea,Fisheries and Oceans Canada (Arctic Biological Station)-19620725
"Crustacea,General Invertebrate",Calanus 1962 62-1107 10
Crustacea,Dobrocky Seatech Ltd.-19810915
Crustacea,Dobrocky Seatech Ltd.-19810503
Crustacea,Dobrocky Seatech Ltd.-19810507
Crustacea,Dobrocky Seatech Ltd.-19810505
Crustacea,Thurston-19810806
Crustacea,Thurston-19810809
Crustacea,Thurston-19810810
Crustacea,Thurston-19810822
Crustacea,Fournier-19810813
Crustacea,Thurston-19810819
Crustacea,Dobrocky Seatech Ltd.-19810914
"Crustacea,General Invertebrate",Lindroth-19490607
"Crustacea,General Invertebrate",Lindroth-19490614
"Crustacea,General Invertebrate",Palmen-19490619
"Crustacea,General Invertebrate",Palmen-19490630
Crustacea,Bowen-19710725
Crustacea,Klawe-19560603
Crustacea,Wenner-19690818
Crustacea,Klawe-19651025
Crustacea,Klawe-19560415
Crustacea,Yamazi-19570000
Crustacea,Barnard-19600805
Crustacea,Barnard-19600508
Crustacea,Viviani-19780000
Crustacea,Thurston-19810500
Crustacea,Thurston-19810520
Crustacea,Thurston-19810502
Crustacea,Ontario Department of Planning and Development-1950 P01A20
Crustacea,Waldichuk-19610916
Crustacea,Fisheries and Oceans Canada (Pacific Biological Station)-19610425
Crustacea,Rafi-19810630
Crustacea,Thurston-19810702
Crustacea,Rafi-19810714
Crustacea,Sutherland-19810826
Crustacea,Besch-19670518
Crustacea,Thurston-19810723
Crustacea,Rafi-19810806
Crustacea,Frank-19730118
Crustacea,Williamson-19520726
Crustacea,Dobrocky Seatech Ltd.-19810504
Crustacea,Dobrocky Seatech Ltd.-19810502
"Crustacea,General Invertebrate",Marhue-19660724
Crustacea,Biernbaum-19800700 - 19800800
Crustacea,Heller-19570728
Crustacea,Barnard-19470431
Crustacea,Ciavatti-19830300
Crustacea,Thurston-19810618
Crustacea,Rafi-19810830
Crustacea,Fanning-19810705
Crustacea,Thurston-19810607
"Crustacea,General Invertebrate",Palmen-19490805
Crustacea,Inoue-19761011
Crustacea,Schultz-19690101
Crustacea,Slattery-19840726
"Crustacea,General Invertebrate,Mollusc",Spreadborough-19100000
"Crustacea,General Invertebrate,Mollusc",Young-19100000
Crustacea,Fraser-19350713
Crustacea,Fox-19630700
Crustacea,Dawson-18880000
"Crustacea,General Invertebrate",Judd-19640825
"Crustacea,General Invertebrate",Palmen-19490603
"Crustacea,General Invertebrate",Palmen-19490611
"Crustacea,General Invertebrate",Palmen-19490828
"Crustacea,General Invertebrate",Lindroth-19490626
"Crustacea,General Invertebrate",Palmen-19490710
"Crustacea,General Invertebrate",Palmen-19490815
Crustacea,Rafi-19810908
Crustacea,Thurston-19810630
Crustacea,Batenchuck-19810715
Crustacea,Smith-19620104
Crustacea,Quesnel-19580330
Crustacea,Ontario Department of Planning and Development-1954 X01A01
Crustacea,Courtney-19760319
"Crustacea,General Invertebrate",Palmen-19490604
"Crustacea,General Invertebrate",Palmen-19490830
Crustacea,VLADYKOV-19620512
Crustacea,Bychowsky-19601117
Crustacea,Hart-19560608
Crustacea,Hart-19560915
Crustacea,Appy-19800600
Crustacea,Bowers-19590701
Crustacea,Rafi-19810813
Crustacea,BBofC-19120813
Crustacea,Fisheries and Oceans Canada (Atlantic Biological Station)-19220626
Crustacea,Fisheries and Oceans Canada (Atlantic Biological Station)-19220630
Crustacea,Plaumana-19581200
Crustacea,University of Capetown-19490415
Crustacea,Kocatas-19760522
Crustacea,Fernando-19770616
"Crustacea,General Invertebrate",Powell-19690729
Crustacea,Quesnel-19581107
Crustacea,Ciavatti-19800500 - 19800600
Crustacea,Menzies-19591200
"Crustacea,General Invertebrate",Judd-19640514
"Crustacea,General Invertebrate",Judd-19640618
"Crustacea,General Invertebrate",Judd-19640820
"Crustacea,General Invertebrate",Judd-19640519
"Crustacea,General Invertebrate",Judd-19640715
"Crustacea,General Invertebrate",Judd-19640529
Crustacea,Oliver-19760629
"Crustacea,General Invertebrate",Spreadborough-19090500
"Crustacea,General Invertebrate",Brassard-19620810
Crustacea,McAllister-19660608
"Crustacea,General Invertebrate",Johansen-19200819
"Crustacea,General Invertebrate",Johansen-19200825
Crustacea,Schueler-19760527
Crustacea,Schueler-19760530
Crustacea,Schueler-19760529
Crustacea,Fisheries and Oceans Canada (Atlantic Biological Station)-19130827
Fish,Gorham-10 MAY 1961
Crustacea,Rafi-19810825
"Crustacea,Fish",Gorham-19 SEP 1961
Crustacea,Fisheries and Oceans Canada (Atlantic Biological Station)-19220717
"Crustacea,Mollusc",McAllister-19600504
"Crustacea,General Invertebrate",Palmen-19490707
"Crustacea,General Invertebrate",Lindroth-19490608
"Crustacea,General Invertebrate,Mollusc",Dawson-18850922
"Crustacea,General Invertebrate,Mollusc",Thomas-19660721
"Crustacea,General Invertebrate,Mollusc",Dawson-18850904
Annelid,Saumure-19890715
Crustacea,Bousfield-unknown
"Crustacea,General Invertebrate",Carleton-19710904
"Crustacea,General Invertebrate",Powell-19670815
"Crustacea,General Invertebrate",Marhue-19661016
Crustacea,Conlan-19890615
Crustacea,Rafi-19840828
Crustacea,Snyder-19800210
Crustacea,Dexter-19590826
Annelid,Southern Peru Copper-19900900
Crustacea,Fisheries and Oceans Canada (Atlantic Biological Station)-19120521
Crustacea,OClair-19791203
Crustacea,Rafi-19840829
Crustacea,Conlan-19890614
Crustacea,Hart-19330810
Crustacea,Narita-19641030
Crustacea,Rafi-19830708
Crustacea,Conlan-19890616
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19711014
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19730725
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19700825
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19730903
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19700812
Crustacea,Groupe interuniversitatire de recherches oceanographiques du Quebec (GIROQ)-19710803
Amphibian and Reptile,Bleakney-25 JUL 1953
Crustacea,Conlan-19890617
Crustacea,Conlan-19890618
Crustacea,McAllister-19650623
Crustacea,Hubbard-19650000
Crustacea,Pearce-19690000
Crustacea,Boothroyd-19851103
Crustacea,Boothroyd-19860104
Crustacea,Conlan-19890613
Crustacea,Spreadborough-19090611
Crustacea,Lobban-19710708
Crustacea,Conlan-19890621
Crustacea,Conlan-19890622
Crustacea,Conlan-19890624
Crustacea,Rafi-19840824
Crustacea,Conlan-19890628
Crustacea,Cowan-19770819
Crustacea,Cowan-19790629
Crustacea,Powell-19690700
Crustacea,Boileau-19850815
Crustacea,Conlan-19890701
Crustacea,Bynum-19720611
Crustacea,Fisheries and Oceans Canada (Atlantic Biological Station)-19110620
Crustacea,Carl-19550804
Crustacea,Fernando-19770712
Crustacea,Fisheries and Oceans Canada (Atlantic Biological Station)-19110817
Crustacea,Carl-19580703
Crustacea,Boileau-19850814
Crustacea,Fisheries and Oceans Canada (Atlantic Biological Station)-19120726
Crustacea,Boileau-19870728
Crustacea,Gorham-19610625
Crustacea,Boileau-19860815
Crustacea,Boileau-19850608
Crustacea,Fisheries and Oceans Canada (Atlantic Biological Station)-19110915
Crustacea,Fisheries and Oceans Canada (Atlantic Biological Station)-19120705
Crustacea,Fisheries and Oceans Canada (Atlantic Biological Station)-19120715
Crustacea,DFO (Atlantic Biological Station)-19120715
Crustacea,Powell-19690720
Crustacea,Schueler-19760528
"Crustacea,General Invertebrate",Van Vliet-19660914
"Crustacea,General Invertebrate",McAllister-19660615
"Crustacea,General Invertebrate,Mollusc",Dawson-18850000
"Crustacea,General Invertebrate,Mollusc",Low-18980800
Crustacea,Fisheries and Oceans Canada (Atlantic Biological Station)-19300906
Crustacea,Farr-19600115
Crustacea,Lobban-19710707
Crustacea,Palmisano-19710318
Crustacea,Palmisano-19710319
"Crustacea,General Invertebrate",Palmen-19490610
Crustacea,Howden-19741223
Crustacea,Sandell-19740310
Crustacea,Good-19690819
